accuracy,complexity
0.0,-4.7683716e-07
4.7683716e-07,-4.7683716e-07
4.7683716e-07,0.0
0.0,0.0
1.4305115e-06,4.7683716e-07
4.7683716e-07,0.0
-4.7683716e-07,-4.7683716e-07
4.7683716e-07,4.7683716e-07
0.0,-4.7683716e-07
-4.7683716e-07,0.0
4.7683716e-07,-9.536743e-07
0.0,0.0
4.7683716e-07,4.7683716e-07
0.0,0.0
-4.7683716e-07,0.0
4.7683716e-07,-4.7683716e-07
0.0,-4.7683716e-07
1.4305115e-06,4.7683716e-07
0.0,0.0
0.0,0.0
0.0,-9.536743e-07
0.0,4.7683716e-07
4.7683716e-07,4.7683716e-07
4.7683716e-07,4.7683716e-07
4.7683716e-07,-4.7683716e-07
1.4305115e-06,0.0
9.536743e-07,-4.7683716e-07
4.7683716e-07,0.0
9.536743e-07,-9.536743e-07
4.7683716e-07,-4.7683716e-07
0.0,0.0
4.7683716e-07,4.7683716e-07
4.7683716e-07,0.0
4.7683716e-07,9.536743e-07
0.0,4.7683716e-07
0.0,4.7683716e-07
-4.7683716e-07,-4.7683716e-07
9.536743e-07,4.7683716e-07
4.7683716e-07,0.0
0.0,0.0
4.7683716e-07,0.0
4.7683716e-07,-4.7683716e-07
4.7683716e-07,4.7683716e-07
0.0,0.0
4.7683716e-07,0.0
4.7683716e-07,0.0
4.7683716e-07,4.7683716e-07
4.7683716e-07,0.0
1.4305115e-06,4.7683716e-07
4.7683716e-07,-4.7683716e-07
4.7683716e-07,4.7683716e-07
4.7683716e-07,0.0
0.0,0.0
4.7683716e-07,0.0
4.7683716e-07,4.7683716e-07
9.536743e-07,0.0
0.0,0.0
-4.7683716e-07,-4.7683716e-07
4.7683716e-07,9.536743e-07
4.7683716e-07,-4.7683716e-07
4.7683716e-07,-4.7683716e-07
0.0,0.0
4.7683716e-07,9.536743e-07
4.7683716e-07,9.536743e-07
0.0,0.0
0.0,0.0
-4.7683716e-07,-4.7683716e-07
4.7683716e-07,9.536743e-07
0.0,0.0
-4.7683716e-07,-4.7683716e-07
4.7683716e-07,9.536743e-07
0.0,0.0
9.536743e-07,-4.7683716e-07
-4.7683716e-07,-4.7683716e-07
4.7683716e-07,0.0
0.0,0.0
0.0,4.7683716e-07
4.7683716e-07,4.7683716e-07
-4.7683716e-07,-4.7683716e-07
4.7683716e-07,0.0
-4.7683716e-07,-4.7683716e-07
4.7683716e-07,4.7683716e-07
0.0,-4.7683716e-07
9.536743e-07,4.7683716e-07
4.7683716e-07,-4.7683716e-07
4.7683716e-07,0.0
4.7683716e-07,4.7683716e-07
-4.7683716e-07,0.0
4.7683716e-07,9.536743e-07
4.7683716e-07,0.0
4.7683716e-07,4.7683716e-07
0.0,4.7683716e-07
4.7683716e-07,4.7683716e-07
-9.536743e-07,0.0
-4.7683716e-07,-4.7683716e-07
0.0,9.536743e-07
4.7683716e-07,9.536743e-07
4.7683716e-07,-4.7683716e-07
4.7683716e-07,-4.7683716e-07
0.0,-4.7683716e-07
0.0,4.7683716e-07
0.0,0.0
4.7683716e-07,0.0
0.0,4.7683716e-07
0.0,4.7683716e-07
9.536743e-07,-4.7683716e-07
0.0,0.0
9.536743e-07,-4.7683716e-07
1.4305115e-06,4.7683716e-07
4.7683716e-07,4.7683716e-07
4.7683716e-07,0.0
9.536743e-07,0.0
-4.7683716e-07,0.0
-4.7683716e-07,0.0
4.7683716e-07,4.7683716e-07
4.7683716e-07,0.0
-4.7683716e-07,-4.7683716e-07
-9.536743e-07,-4.7683716e-07
4.7683716e-07,4.7683716e-07
9.536743e-07,4.7683716e-07
4.7683716e-07,4.7683716e-07
-4.7683716e-07,0.0
0.0,9.536743e-07
4.7683716e-07,9.536743e-07
-4.7683716e-07,0.0
0.0,0.0
-4.7683716e-07,0.0
0.0,9.536743e-07
4.7683716e-07,4.7683716e-07
-4.7683716e-07,0.0
4.7683716e-07,4.7683716e-07
4.7683716e-07,4.7683716e-07
1.4305115e-06,-4.7683716e-07
4.7683716e-07,4.7683716e-07
0.0,-4.7683716e-07
0.0,-4.7683716e-07
4.7683716e-07,-4.7683716e-07
0.0,9.536743e-07
0.0,4.7683716e-07
0.0,0.0
1.4305115e-06,0.0
4.7683716e-07,0.0
0.0,-4.7683716e-07
0.0,-4.7683716e-07
4.7683716e-07,4.7683716e-07
-4.7683716e-07,-4.7683716e-07
4.7683716e-07,4.7683716e-07
-4.7683716e-07,4.7683716e-07
4.7683716e-07,9.536743e-07
4.7683716e-07,4.7683716e-07
9.536743e-07,0.0
0.0,0.0
9.536743e-07,4.7683716e-07
0.0,0.0
0.0,-9.536743e-07
4.7683716e-07,-4.7683716e-07
0.0,4.7683716e-07
0.0,4.7683716e-07
0.0,9.536743e-07
4.7683716e-07,4.7683716e-07
0.0,4.7683716e-07
-4.7683716e-07,4.7683716e-07
9.536743e-07,9.536743e-07
4.7683716e-07,0.0
0.0,4.7683716e-07
0.0,-4.7683716e-07
0.0,9.536743e-07
-4.7683716e-07,0.0
4.7683716e-07,9.536743e-07
0.0,-4.7683716e-07
0.0,0.0
0.0,0.0
0.0,0.0
0.0,9.536743e-07
0.0,4.7683716e-07
-4.7683716e-07,0.0
-4.7683716e-07,0.0
9.536743e-07,0.0
-9.536743e-07,0.0
9.536743e-07,0.0
0.0,4.7683716e-07
0.0,-4.7683716e-07
4.7683716e-07,-4.7683716e-07
4.7683716e-07,-4.7683716e-07
4.7683716e-07,-4.7683716e-07
4.7683716e-07,0.0
0.0,4.7683716e-07
4.7683716e-07,0.0
-4.7683716e-07,4.7683716e-07
4.7683716e-07,0.0
4.7683716e-07,0.0
4.7683716e-07,0.0
4.7683716e-07,0.0
4.7683716e-07,4.7683716e-07
-4.7683716e-07,4.7683716e-07
9.536743e-07,-4.7683716e-07
-4.7683716e-07,0.0
4.7683716e-07,4.7683716e-07
4.7683716e-07,-9.536743e-07
9.536743e-07,4.7683716e-07
4.7683716e-07,0.0
-4.7683716e-07,0.0
-4.7683716e-07,-4.7683716e-07
-4.7683716e-07,9.536743e-07
0.0,0.0
-4.7683716e-07,4.7683716e-07
-9.536743e-07,0.0
4.7683716e-07,0.0
0.0,4.7683716e-07
0.0,4.7683716e-07
0.0,-4.7683716e-07
9.536743e-07,9.536743e-07
4.7683716e-07,4.7683716e-07
-4.7683716e-07,0.0
4.7683716e-07,9.536743e-07
0.0,0.0
4.7683716e-07,4.7683716e-07
-4.7683716e-07,4.7683716e-07
4.7683716e-07,0.0
0.0,0.0
4.7683716e-07,4.7683716e-07
0.0,4.7683716e-07
4.7683716e-07,-4.7683716e-07
0.0,0.0
0.0,-4.7683716e-07
0.0,0.0
0.0,0.0
-9.536743e-07,4.7683716e-07
0.0,0.0
0.0,9.536743e-07
0.0,4.7683716e-07
4.7683716e-07,4.7683716e-07
0.0,0.0
0.0,4.7683716e-07
-4.7683716e-07,4.7683716e-07
0.0,4.7683716e-07
0.0,9.536743e-07
9.536743e-07,0.0
-4.7683716e-07,0.0
0.0,9.536743e-07
4.7683716e-07,4.7683716e-07
-4.7683716e-07,4.7683716e-07
-4.7683716e-07,-4.7683716e-07
4.7683716e-07,-4.7683716e-07
0.0,4.7683716e-07
4.7683716e-07,-9.536743e-07
-4.7683716e-07,-4.7683716e-07
9.536743e-07,0.0
4.7683716e-07,-4.7683716e-07
0.0,0.0
0.0,-4.7683716e-07
-9.536743e-07,0.0
-4.7683716e-07,-4.7683716e-07
9.536743e-07,0.0
4.7683716e-07,4.7683716e-07
4.7683716e-07,4.7683716e-07
0.0,-4.7683716e-07
0.0,9.536743e-07
4.7683716e-07,4.7683716e-07
9.536743e-07,4.7683716e-07
9.536743e-07,0.0
0.0,0.0
4.7683716e-07,-4.7683716e-07
-4.7683716e-07,0.0
4.7683716e-07,0.0
0.0,0.0
4.7683716e-07,0.0
0.0,-9.536743e-07
0.0,4.7683716e-07
0.0,4.7683716e-07
-4.7683716e-07,0.0
0.0,0.0
0.0,9.536743e-07
4.7683716e-07,4.7683716e-07
9.536743e-07,0.0
-4.7683716e-07,0.0
0.0,4.7683716e-07
-4.7683716e-07,9.536743e-07
-4.7683716e-07,-4.7683716e-07
9.536743e-07,-9.536743e-07
0.0,4.7683716e-07
-4.7683716e-07,0.0
4.7683716e-07,-9.536743e-07
4.7683716e-07,4.7683716e-07
4.7683716e-07,0.0
0.0,4.7683716e-07
-4.7683716e-07,-4.7683716e-07
4.7683716e-07,4.7683716e-07
0.0,0.0
0.0,0.0
4.7683716e-07,4.7683716e-07
0.0,0.0
0.0,-4.7683716e-07
0.0,4.7683716e-07
4.7683716e-07,-9.536743e-07
4.7683716e-07,-9.536743e-07
4.7683716e-07,0.0
-4.7683716e-07,0.0
9.536743e-07,0.0
-4.7683716e-07,0.0
0.0,0.0
-4.7683716e-07,4.7683716e-07
9.536743e-07,0.0
0.0,0.0
0.0,0.0
0.0,0.0
9.536743e-07,4.7683716e-07
4.7683716e-07,4.7683716e-07
0.0,0.0
4.7683716e-07,-9.536743e-07
4.7683716e-07,0.0
9.536743e-07,4.7683716e-07
0.0,0.0
0.0,-4.7683716e-07
4.7683716e-07,4.7683716e-07
4.7683716e-07,0.0
0.0,0.0
4.7683716e-07,4.7683716e-07
4.7683716e-07,4.7683716e-07
9.536743e-07,4.7683716e-07
-4.7683716e-07,0.0
4.7683716e-07,0.0
9.536743e-07,9.536743e-07
-9.536743e-07,0.0
9.536743e-07,4.7683716e-07
-4.7683716e-07,0.0
4.7683716e-07,4.7683716e-07
9.536743e-07,4.7683716e-07
-4.7683716e-07,-4.7683716e-07
0.0,4.7683716e-07
9.536743e-07,4.7683716e-07
0.0,0.0
-4.7683716e-07,0.0
-9.536743e-07,0.0
4.7683716e-07,0.0
0.0,4.7683716e-07
0.0,-4.7683716e-07
4.7683716e-07,-4.7683716e-07
9.536743e-07,-4.7683716e-07
0.0,0.0
4.7683716e-07,0.0
0.0,0.0
9.536743e-07,0.0
4.7683716e-07,-4.7683716e-07
4.7683716e-07,4.7683716e-07
0.0,4.7683716e-07
9.536743e-07,4.7683716e-07
-4.7683716e-07,4.7683716e-07
9.536743e-07,0.0
4.7683716e-07,0.0
4.7683716e-07,0.0
-4.7683716e-07,4.7683716e-07
4.7683716e-07,-4.7683716e-07
4.7683716e-07,0.0
0.0,4.7683716e-07
0.0,0.0
4.7683716e-07,0.0
0.0,4.7683716e-07
4.7683716e-07,4.7683716e-07
4.7683716e-07,9.536743e-07
4.7683716e-07,4.7683716e-07
0.0,0.0
4.7683716e-07,-9.536743e-07
-4.7683716e-07,-4.7683716e-07
4.7683716e-07,0.0
0.0,-9.536743e-07
0.0,4.7683716e-07
-4.7683716e-07,-4.7683716e-07
0.0,-4.7683716e-07
9.536743e-07,0.0
0.0,0.0
4.7683716e-07,4.7683716e-07
0.0,4.7683716e-07
9.536743e-07,0.0
4.7683716e-07,0.0
0.0,-4.7683716e-07
0.0,-4.7683716e-07
0.0,-4.7683716e-07
0.0,-4.7683716e-07
4.7683716e-07,4.7683716e-07
-4.7683716e-07,-4.7683716e-07
-4.7683716e-07,9.536743e-07
4.7683716e-07,4.7683716e-07
4.7683716e-07,-4.7683716e-07
4.7683716e-07,-4.7683716e-07
9.536743e-07,4.7683716e-07
1.4305115e-06,0.0
4.7683716e-07,0.0
0.0,-4.7683716e-07
0.0,4.7683716e-07
9.536743e-07,-4.7683716e-07
4.7683716e-07,0.0
4.7683716e-07,0.0
0.0,9.536743e-07
0.0,9.536743e-07
0.0,-4.7683716e-07
9.536743e-07,0.0
-4.7683716e-07,0.0
9.536743e-07,-9.536743e-07
-4.7683716e-07,0.0
4.7683716e-07,0.0
4.7683716e-07,0.0
-4.7683716e-07,-4.7683716e-07
0.0,4.7683716e-07
0.0,0.0
0.0,4.7683716e-07
-9.536743e-07,4.7683716e-07
0.0,0.0
0.0,4.7683716e-07
4.7683716e-07,1.4305115e-06
9.536743e-07,4.7683716e-07
9.536743e-07,0.0
4.7683716e-07,0.0
4.7683716e-07,-4.7683716e-07
0.0,4.7683716e-07
9.536743e-07,9.536743e-07
0.0,4.7683716e-07
4.7683716e-07,4.7683716e-07
9.536743e-07,0.0
0.0,4.7683716e-07
9.536743e-07,4.7683716e-07
-4.7683716e-07,0.0
9.536743e-07,0.0
0.0,-4.7683716e-07
0.0,-4.7683716e-07
-4.7683716e-07,-4.7683716e-07
0.0,9.536743e-07
0.0,-4.7683716e-07
4.7683716e-07,4.7683716e-07
4.7683716e-07,0.0
0.0,0.0
4.7683716e-07,4.7683716e-07
0.0,4.7683716e-07
9.536743e-07,-4.7683716e-07
0.0,0.0
0.0,-4.7683716e-07
4.7683716e-07,0.0
4.7683716e-07,0.0
0.0,9.536743e-07
4.7683716e-07,0.0
0.0,0.0
0.0,0.0
0.0,4.7683716e-07
0.0,-4.7683716e-07
4.7683716e-07,4.7683716e-07
-4.7683716e-07,0.0
9.536743e-07,0.0
9.536743e-07,0.0
0.0,0.0
4.7683716e-07,4.7683716e-07
4.7683716e-07,-4.7683716e-07
4.7683716e-07,-4.7683716e-07
0.0,-4.7683716e-07
4.7683716e-07,0.0
0.0,0.0
0.0,0.0
0.0,-4.7683716e-07
9.536743e-07,-4.7683716e-07
4.7683716e-07,0.0
0.0,4.7683716e-07
-4.7683716e-07,-4.7683716e-07
-4.7683716e-07,-4.7683716e-07
0.0,4.7683716e-07
-9.536743e-07,0.0
9.536743e-07,0.0
0.0,0.0
-4.7683716e-07,4.7683716e-07
0.0,4.7683716e-07
-4.7683716e-07,0.0
4.7683716e-07,-4.7683716e-07
4.7683716e-07,-4.7683716e-07
0.0,4.7683716e-07
4.7683716e-07,4.7683716e-07
9.536743e-07,-4.7683716e-07
4.7683716e-07,4.7683716e-07
4.7683716e-07,0.0
4.7683716e-07,0.0
0.0,0.0
-4.7683716e-07,0.0
0.0,4.7683716e-07
-4.7683716e-07,0.0
-4.7683716e-07,0.0
0.0,0.0
0.0,4.7683716e-07
4.7683716e-07,-4.7683716e-07
4.7683716e-07,0.0
0.0,4.7683716e-07
4.7683716e-07,-4.7683716e-07
0.0,-4.7683716e-07
4.7683716e-07,4.7683716e-07
9.536743e-07,-4.7683716e-07
4.7683716e-07,9.536743e-07
0.0,-9.536743e-07
4.7683716e-07,0.0
4.7683716e-07,0.0
4.7683716e-07,0.0
0.0,4.7683716e-07
1.4305115e-06,-4.7683716e-07
9.536743e-07,9.536743e-07
4.7683716e-07,4.7683716e-07
1.4305115e-06,0.0
0.0,-4.7683716e-07
4.7683716e-07,0.0
0.0,0.0
4.7683716e-07,9.536743e-07
4.7683716e-07,4.7683716e-07
0.0,4.7683716e-07
0.0,0.0
9.536743e-07,0.0
-4.7683716e-07,0.0
4.7683716e-07,-4.7683716e-07
-4.7683716e-07,-4.7683716e-07
0.0,4.7683716e-07
0.0,0.0
9.536743e-07,-4.7683716e-07
4.7683716e-07,0.0
0.0,-4.7683716e-07
0.0,4.7683716e-07
4.7683716e-07,9.536743e-07
-9.536743e-07,-4.7683716e-07
4.7683716e-07,0.0
4.7683716e-07,0.0
0.0,0.0
4.7683716e-07,0.0
0.0,-4.7683716e-07
4.7683716e-07,0.0
9.536743e-07,4.7683716e-07
-4.7683716e-07,-4.7683716e-07
-4.7683716e-07,4.7683716e-07
0.0,9.536743e-07
4.7683716e-07,4.7683716e-07
4.7683716e-07,0.0
-4.7683716e-07,4.7683716e-07
0.0,0.0
4.7683716e-07,0.0
4.7683716e-07,4.7683716e-07
4.7683716e-07,4.7683716e-07
0.0,-4.7683716e-07
0.0,4.7683716e-07
-4.7683716e-07,0.0
0.0,0.0
-1.4305115e-06,4.7683716e-07
0.0,4.7683716e-07
4.7683716e-07,0.0
4.7683716e-07,-4.7683716e-07
4.7683716e-07,-4.7683716e-07
4.7683716e-07,0.0
0.0,4.7683716e-07
9.536743e-07,4.7683716e-07
0.0,0.0
4.7683716e-07,0.0
9.536743e-07,0.0
0.0,0.0
1.4305115e-06,0.0
9.536743e-07,0.0
9.536743e-07,0.0
0.0,4.7683716e-07
4.7683716e-07,4.7683716e-07
0.0,0.0
-4.7683716e-07,0.0
4.7683716e-07,4.7683716e-07
4.7683716e-07,0.0
-4.7683716e-07,4.7683716e-07
-4.7683716e-07,-4.7683716e-07
0.0,0.0
9.536743e-07,0.0
0.0,0.0
0.0,0.0
4.7683716e-07,0.0
0.0,0.0
-4.7683716e-07,0.0
0.0,0.0
9.536743e-07,4.7683716e-07
4.7683716e-07,-4.7683716e-07
4.7683716e-07,4.7683716e-07
-4.7683716e-07,4.7683716e-07
4.7683716e-07,0.0
4.7683716e-07,0.0
4.7683716e-07,9.536743e-07
0.0,-4.7683716e-07
4.7683716e-07,0.0
0.0,4.7683716e-07
4.7683716e-07,-4.7683716e-07
4.7683716e-07,-4.7683716e-07
4.7683716e-07,4.7683716e-07
0.0,-4.7683716e-07
4.7683716e-07,4.7683716e-07
4.7683716e-07,0.0
-4.7683716e-07,9.536743e-07
4.7683716e-07,4.7683716e-07
0.0,4.7683716e-07
4.7683716e-07,0.0
4.7683716e-07,-9.536743e-07
0.0,9.536743e-07
0.0,4.7683716e-07
0.0,0.0
0.0,4.7683716e-07
0.0,0.0
0.0,4.7683716e-07
0.0,-4.7683716e-07
4.7683716e-07,0.0
0.0,4.7683716e-07
-4.7683716e-07,0.0
0.0,-4.7683716e-07
4.7683716e-07,-4.7683716e-07
4.7683716e-07,0.0
4.7683716e-07,0.0
4.7683716e-07,-4.7683716e-07
0.0,0.0
4.7683716e-07,-4.7683716e-07
0.0,0.0
4.7683716e-07,0.0
0.0,0.0
0.0,0.0
0.0,4.7683716e-07
4.7683716e-07,-4.7683716e-07
4.7683716e-07,0.0
-4.7683716e-07,4.7683716e-07
4.7683716e-07,-4.7683716e-07
4.7683716e-07,9.536743e-07
0.0,4.7683716e-07
0.0,1.4305115e-06
0.0,0.0
4.7683716e-07,0.0
0.0,4.7683716e-07
0.0,4.7683716e-07
4.7683716e-07,0.0
4.7683716e-07,-4.7683716e-07
0.0,-4.7683716e-07
-4.7683716e-07,4.7683716e-07
0.0,4.7683716e-07
0.0,0.0
4.7683716e-07,4.7683716e-07
0.0,0.0
0.0,-4.7683716e-07
4.7683716e-07,0.0
4.7683716e-07,-4.7683716e-07
0.0,0.0
4.7683716e-07,9.536743e-07
-4.7683716e-07,4.7683716e-07
4.7683716e-07,0.0
-4.7683716e-07,0.0
4.7683716e-07,-4.7683716e-07
-4.7683716e-07,0.0
0.0,-4.7683716e-07
0.0,4.7683716e-07
0.0,-4.7683716e-07
-4.7683716e-07,0.0
9.536743e-07,-4.7683716e-07
0.0,4.7683716e-07
9.536743e-07,4.7683716e-07
0.0,4.7683716e-07
0.0,4.7683716e-07
0.0,4.7683716e-07
0.0,0.0
-4.7683716e-07,4.7683716e-07
9.536743e-07,0.0
0.0,0.0
0.0,0.0
9.536743e-07,-4.7683716e-07
4.7683716e-07,0.0
0.0,-9.536743e-07
4.7683716e-07,9.536743e-07
4.7683716e-07,0.0
-4.7683716e-07,0.0
4.7683716e-07,4.7683716e-07
9.536743e-07,-9.536743e-07
